strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V14_long_max_v1_029_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1404021,410214,993807,29.217084359849316,-100.0,0.0,100.0,0.0,8V14_long_max_v1_029_lx_dd_compress,1.2000000000000002,1.9,30,8,0.0028,0.051,0.19,1.295,0.30000000000000004,0.71,0.31,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.33999999999999997,0.26,1.06,1.1,1.45,9,-1.03,2,14,0.22000000000000003,28,5,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_031_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1502084,245816,1256268,16.36499689764354,-100.0,0.0,100.0,0.0,8V14_long_max_v1_031_lx_dd_compress,1.05,1.99,18,12,0.0034,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.22,0.31,0.82,1.2000000000000002,1.45,5,-0.55,2,14,0.14,28,7,-0.038,0.098,0.28
8V14_long_max_v1_032_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1338916,281719,1057197,21.040827057111873,-100.0,0.0,100.0,0.0,8V14_long_max_v1_032_lx_dd_compress,1.1,1.99,21,14,0.0037,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.26,0.31,0.8999999999999999,1.2000000000000002,1.45,6,-0.55,3,14,0.14,28,8,-0.038,0.098,0.28
8V14_long_max_v1_033_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1648444,375341,1273103,22.769411639097235,-100.0,0.0,100.0,0.0,8V14_long_max_v1_033_lx_dd_compress,1.1500000000000001,1.99,24,16,0.0028,0.0545,0.15,1.02,0.30000000000000004,0.57,0.43,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.31,0.98,1.2000000000000002,1.54,7,-0.55,2,18,0.14,32,9,-0.038,0.098,0.28
8V14_long_max_v1_035_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1351125,443140,907985,32.79785364048478,-100.0,0.0,100.0,0.0,8V14_long_max_v1_035_lx_dd_compress,1.25,1.99,30,20,0.0034,0.0545,0.16,1.02,0.30000000000000004,0.57,0.43,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.38,0.31,1.14,1.2000000000000002,1.54,9,-0.55,2,18,0.14,32,11,-0.038,0.098,0.28
8V14_long_max_v1_036_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1261549,190982,1070567,15.138690609718687,-100.0,0.0,100.0,0.0,8V14_long_max_v1_036_lx_dd_compress,1.05,2.08,33,8,0.0037,0.0545,0.16,1.075,0.16,0.57,0.43,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.22,0.36,0.82,1.3,1.54,10,-0.55,3,18,0.14,32,5,-0.038,0.098,0.28
8V14_long_max_v1_037_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1637289,299008,1338281,18.26238373311004,-100.0,0.0,100.0,0.0,8V14_long_max_v1_037_lx_dd_compress,1.1,2.08,18,10,0.0028,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.26,0.36,0.8999999999999999,1.3,1.54,5,-0.67,2,22,0.16,32,6,-0.044,0.098,0.28
8V14_long_max_v1_039_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1340787,376344,964443,28.068887899420265,-100.0,0.0,100.0,0.0,8V14_long_max_v1_039_lx_dd_compress,1.2000000000000002,2.08,24,14,0.0034,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.36,1.06,1.3,1.54,7,-0.67,2,22,0.16,32,8,-0.044,0.098,0.28
8V14_long_max_v1_040_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1198533,396264,802269,33.062418806991545,-100.0,0.0,100.0,0.0,8V14_long_max_v1_040_lx_dd_compress,1.25,2.08,27,16,0.0037,0.057999999999999996,0.18,1.075,0.16,0.605,0.4,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.38,0.36,1.14,1.3,1.54,8,-0.67,3,22,0.16,32,9,-0.044,0.098,0.28
8V14_long_max_v1_041_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1516017,321092,1194925,21.179973575494206,-100.0,0.0,100.0,0.0,8V14_long_max_v1_041_lx_dd_compress,1.05,2.17,30,18,0.0028,0.044,0.18,1.1300000000000001,0.16,0.605,0.4,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.22,0.41000000000000003,0.82,1.4000000000000001,1.18,9,-0.67,2,26,0.16,36,10,-0.044,0.10800000000000001,0.28
8V14_long_max_v1_043_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1230554,372720,857834,30.288796753332235,-100.0,0.0,100.0,0.0,8V14_long_max_v1_043_lx_dd_compress,1.1500000000000001,2.17,18,8,0.0034,0.044,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.3,0.41000000000000003,0.98,1.4000000000000001,1.18,5,-0.79,2,26,0.18000000000000002,36,5,-0.05,0.10800000000000001,0.28
8V14_long_max_v1_044_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1102676,382482,720194,34.686707609488195,-100.0,0.0,100.0,0.0,8V14_long_max_v1_044_lx_dd_compress,1.2000000000000002,2.17,21,10,0.0037,0.044,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.33999999999999997,0.41000000000000003,1.06,1.4000000000000001,1.18,6,-0.79,3,26,0.18000000000000002,36,6,-0.05,0.10800000000000001,0.28
8V14_long_max_v1_045_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1444748,538888,905860,37.29979207446558,-100.0,0.0,100.0,0.0,8V14_long_max_v1_045_lx_dd_compress,1.25,2.17,24,12,0.0028,0.0475,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.38,0.41000000000000003,1.14,1.4000000000000001,1.18,7,-0.79,2,30,0.18000000000000002,36,7,-0.05,0.10800000000000001,0.28
8V14_long_max_v1_047_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1201443,289710,911733,24.11350351202679,-100.0,0.0,100.0,0.0,8V14_long_max_v1_047_lx_dd_compress,1.1,2.26,30,16,0.0034,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.26,0.46,0.8999999999999999,1.5,1.18,9,-0.79,2,30,0.18000000000000002,36,9,-0.05,0.10800000000000001,0.28
8V14_long_max_v1_048_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1088260,313048,775212,28.765919908845312,-100.0,0.0,100.0,0.0,8V14_long_max_v1_048_lx_dd_compress,1.1500000000000001,2.26,33,18,0.0037,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.46,0.98,1.5,1.18,10,-0.79,3,30,0.18000000000000002,36,10,-0.05,0.10800000000000001,0.28
8V14_long_max_v1_049_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1775405,549782,1225623,30.96656819148307,-100.0,0.0,100.0,0.0,8V14_long_max_v1_049_lx_dd_compress,1.2000000000000002,2.26,18,20,0.0028,0.051,0.16,1.185,0.195,0.6749999999999999,0.33999999999999997,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.33999999999999997,0.46,1.06,1.5,1.27,5,-0.91,2,10,0.2,16,11,-0.056,0.10800000000000001,0.28
8V14_short_main_v1_001_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,2500433,518870,1981563,20.751205891139655,-100.0,0.0,100.0,0.0,8V14_short_main_v1_001_sm_edge_preserve,1.1,2.05,15,8,0.0028,0.052,0.19,1.02,0.16,0.57,0.43,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.22,0.26,0.82,1.22,1.32,5,-0.55,2,10,0.18,16,5,0.038,0.068,0.72
8V14_short_main_v1_003_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,2139573,694941,1444632,32.48035939881462,-100.0,0.0,100.0,0.0,8V14_short_main_v1_003_sm_edge_preserve,1.2000000000000002,2.05,21,12,0.0034,0.052,0.19,1.02,0.16,0.57,0.43,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,False,False,False,0.3,0.26,0.98,1.22,1.32,7,-0.55,2,10,0.18,16,7,0.038,0.068,0.72
8V14_short_main_v1_004_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1795269,684998,1110271,38.15573042257177,-100.0,0.0,100.0,0.0,8V14_short_main_v1_004_sm_edge_preserve,1.25,2.05,24,14,0.0037,0.052,0.20400000000000001,1.02,0.16,0.57,0.43,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.33999999999999997,0.26,1.06,1.22,1.32,8,-0.55,3,10,0.18,16,8,0.038,0.068,0.72
8V14_short_main_v1_006_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,2139864,453082,1686782,21.173401674125085,-100.0,0.0,100.0,0.0,8V14_short_main_v1_006_sm_edge_preserve,1.1,2.15,30,18,0.0031,0.055999999999999994,0.20400000000000001,1.075,0.16,0.57,0.43,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,False,0.22,0.31,0.82,1.33,1.32,10,-0.55,3,14,0.18,16,10,0.038,0.068,0.72
8V14_short_main_v1_008_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1766060,564304,1201756,31.95270828850662,-100.0,0.0,100.0,0.0,8V14_short_main_v1_008_sm_edge_preserve,1.2000000000000002,2.15,18,8,0.0037,0.055999999999999994,0.218,1.075,0.195,0.605,0.4,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,True,False,False,0.3,0.31,0.98,1.33,1.32,6,-0.67,3,14,0.204,16,5,0.044,0.068,0.72
8V14_short_main_v1_009_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,2106278,700592,1405686,33.262086011438186,-100.0,0.0,100.0,0.0,8V14_short_main_v1_009_sm_edge_preserve,1.25,2.15,21,10,0.0028,0.06,0.218,1.075,0.195,0.605,0.4,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.33999999999999997,0.31,1.06,1.33,1.4200000000000002,7,-0.67,2,18,0.204,20,6,0.044,0.068,0.72
8V14_short_main_v1_011_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1830993,348520,1482473,19.03448019735739,-100.0,0.0,100.0,0.0,8V14_short_main_v1_011_sm_edge_preserve,1.1,2.25,27,14,0.0034,0.06,0.232,1.1300000000000001,0.195,0.605,0.4,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,False,False,0.22,0.36,0.82,1.44,1.4200000000000002,9,-0.67,2,18,0.204,20,8,0.044,0.078,0.72
8V14_short_main_v1_013_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1969923,542163,1427760,27.52204020157133,-100.0,0.0,100.0,0.0,8V14_short_main_v1_013_sm_edge_preserve,1.2000000000000002,2.25,15,18,0.0028,0.064,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.3,0.36,0.98,1.44,1.4200000000000002,5,-0.79,2,22,0.22799999999999998,20,10,0.05,0.078,0.72
8V14_short_main_v1_014_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1825220,591593,1233627,32.412147576730476,-100.0,0.0,100.0,0.0,8V14_short_main_v1_014_sm_edge_preserve,1.25,2.25,18,20,0.0031,0.064,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.21,True,False,False,0.33999999999999997,0.36,1.06,1.44,1.4200000000000002,6,-0.79,3,22,0.22799999999999998,20,11,0.05,0.078,0.72
8V14_short_main_v1_016_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1467810,277916,1189894,18.934058222794505,-100.0,0.0,100.0,0.0,8V14_short_main_v1_016_sm_edge_preserve,1.1,2.3499999999999996,24,10,0.0037,0.064,0.19,1.185,0.23,0.6399999999999999,0.37,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.22,0.41000000000000003,0.82,1.55,1.4200000000000002,8,-0.79,3,22,0.22799999999999998,20,6,0.05,0.078,0.72
8V14_short_main_v1_018_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1639505,413826,1225679,25.240911128663836,-100.0,0.0,100.0,0.0,8V14_short_main_v1_018_sm_edge_preserve,1.2000000000000002,2.3499999999999996,30,14,0.0031,0.068,0.19,1.185,0.23,0.6399999999999999,0.37,0.8,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.23,True,False,False,0.3,0.41000000000000003,0.98,1.55,1.52,10,-0.79,3,26,0.22799999999999998,24,8,0.05,0.078,0.72
8V14_short_main_v1_019_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1443456,427513,1015943,29.617321206881265,-100.0,0.0,100.0,0.0,8V14_short_main_v1_019_sm_edge_preserve,1.25,2.3499999999999996,15,16,0.0034,0.068,0.20400000000000001,1.185,0.23,0.6749999999999999,0.33999999999999997,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,False,True,False,0.33999999999999997,0.41000000000000003,1.06,1.55,1.52,5,-0.91,2,26,0.252,24,9,0.056,0.078,0.72
8V14_short_main_v1_021_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1638943,262304,1376639,16.004461412019822,-100.0,0.0,100.0,0.0,8V14_short_main_v1_021_sm_edge_preserve,1.1,2.4499999999999997,21,20,0.0028,0.052,0.20400000000000001,1.24,0.23,0.6749999999999999,0.33999999999999997,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.22,0.46,0.82,1.66,1.52,7,-0.91,2,30,0.252,24,11,0.056,0.08800000000000001,0.72
8V14_short_main_v1_023_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1395791,339320,1056471,24.31022982667176,-100.0,0.0,100.0,0.0,8V14_short_main_v1_023_sm_edge_preserve,1.2000000000000002,2.4499999999999997,27,10,0.0034,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,False,False,0.3,0.46,0.98,1.66,1.52,9,-0.91,2,30,0.252,24,6,0.056,0.08800000000000001,0.72
8V14_short_main_v1_024_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1246032,356349,889683,28.598703725104972,-100.0,0.0,100.0,0.0,8V14_short_main_v1_024_sm_edge_preserve,1.25,2.4499999999999997,30,12,0.0037,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.33999999999999997,0.46,1.06,1.66,1.52,10,-0.91,3,30,0.252,24,7,0.056,0.08800000000000001,0.72
8V14_short_main_v1_026_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1430160,213634,1216526,14.937769200648878,-100.0,0.0,100.0,0.0,8V14_short_main_v1_026_sm_edge_preserve,1.1,2.05,18,16,0.0031,0.055999999999999994,0.232,1.295,0.265,0.71,0.31,0.4,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.21,True,False,False,0.22,0.26,0.82,1.22,1.62,6,-1.03,3,10,0.276,28,9,0.062,0.08800000000000001,0.72
8V14_short_main_v1_028_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1144754,274974,869780,24.020357212117187,-100.0,0.0,100.0,0.0,8V14_short_main_v1_028_sm_edge_preserve,1.2000000000000002,2.05,24,20,0.0037,0.055999999999999994,0.246,1.295,0.265,0.71,0.31,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.3,0.26,0.98,1.22,1.62,8,-1.03,3,10,0.276,28,11,0.062,0.08800000000000001,0.72
8V14_short_main_v1_029_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1502865,415196,1087669,27.626965828600706,-100.0,0.0,100.0,0.0,8V14_short_main_v1_029_sm_edge_preserve,1.25,2.05,27,8,0.0028,0.06,0.246,1.295,0.30000000000000004,0.71,0.31,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,True,False,False,0.33999999999999997,0.26,1.06,1.22,1.62,9,-1.03,2,14,0.276,28,5,0.062,0.08800000000000001,0.72
8V14_short_main_v1_031_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1586955,243826,1343129,15.364392815171193,-100.0,0.0,100.0,0.0,8V14_short_main_v1_031_sm_edge_preserve,1.1,2.15,15,12,0.0034,0.06,0.19,1.02,0.30000000000000004,0.57,0.43,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,False,True,False,0.22,0.31,0.82,1.33,1.62,5,-0.55,2,14,0.18,28,7,0.038,0.098,0.72
8V14_short_main_v1_033_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1725223,372332,1352891,21.58167378941737,-100.0,0.0,100.0,0.0,8V14_short_main_v1_033_sm_edge_preserve,1.2000000000000002,2.15,21,16,0.0028,0.064,0.19,1.02,0.30000000000000004,0.57,0.43,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.3,0.31,0.98,1.33,1.7200000000000002,7,-0.55,2,18,0.18,32,9,0.038,0.098,0.72
8V14_short_main_v1_034_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1566061,412534,1153527,26.342141206504728,-100.0,0.0,100.0,0.0,8V14_short_main_v1_034_sm_edge_preserve,1.25,2.15,24,18,0.0031,0.064,0.20400000000000001,1.02,0.30000000000000004,0.57,0.43,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.19,True,True,False,0.33999999999999997,0.31,1.06,1.33,1.7200000000000002,8,-0.55,3,18,0.18,32,10,0.038,0.098,0.72
8V14_short_main_v1_036_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1354955,193300,1161655,14.266156440619799,-100.0,0.0,100.0,0.0,8V14_short_main_v1_036_sm_edge_preserve,1.1,2.25,30,8,0.0037,0.064,0.20400000000000001,1.075,0.16,0.57,0.43,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.22,0.36,0.82,1.44,1.7200000000000002,10,-0.55,3,18,0.18,32,5,0.038,0.098,0.72
8V14_short_main_v1_038_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1579185,346416,1232769,21.93637857502446,-100.0,0.0,100.0,0.0,8V14_short_main_v1_038_sm_edge_preserve,1.2000000000000002,2.25,18,12,0.0031,0.068,0.218,1.075,0.16,0.605,0.4,0.4,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.21,True,False,False,0.3,0.36,0.98,1.44,1.7200000000000002,6,-0.67,3,22,0.204,32,7,0.044,0.098,0.72
8V14_short_main_v1_039_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1485583,397823,1087760,26.778914405994147,-100.0,0.0,100.0,0.0,8V14_short_main_v1_039_sm_edge_preserve,1.25,2.25,21,14,0.0034,0.068,0.218,1.075,0.16,0.605,0.4,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,False,False,False,0.33999999999999997,0.36,1.06,1.44,1.7200000000000002,7,-0.67,2,22,0.204,32,8,0.044,0.098,0.72
8V14_short_main_v1_041_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1595286,307161,1288125,19.254290453247883,-100.0,0.0,100.0,0.0,8V14_short_main_v1_041_sm_edge_preserve,1.1,2.3499999999999996,27,18,0.0028,0.052,0.232,1.1300000000000001,0.16,0.605,0.4,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,True,False,False,0.22,0.41000000000000003,0.82,1.55,1.32,9,-0.67,2,26,0.204,36,10,0.044,0.10800000000000001,0.72
