strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V14_short_main_v1_043_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1304629,364475,940154,27.937061034209727,-100.0,0.0,100.0,0.0,8V14_short_main_v1_043_sm_edge_preserve,1.2000000000000002,2.3499999999999996,15,8,0.0034,0.052,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,False,True,False,0.3,0.41000000000000003,0.98,1.55,1.32,5,-0.79,2,26,0.22799999999999998,36,5,0.05,0.10800000000000001,0.72
8V14_short_main_v1_044_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1192284,388252,804032,32.563718040332674,-100.0,0.0,100.0,0.0,8V14_short_main_v1_044_sm_edge_preserve,1.25,2.3499999999999996,18,10,0.0037,0.052,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,True,False,False,0.33999999999999997,0.41000000000000003,1.06,1.55,1.32,6,-0.79,3,26,0.22799999999999998,36,6,0.05,0.10800000000000001,0.72
8V14_short_main_v1_046_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1404800,253830,1150970,18.068764236902048,-100.0,0.0,100.0,0.0,8V14_short_main_v1_046_sm_edge_preserve,1.1,2.4499999999999997,24,14,0.0031,0.055999999999999994,0.19,1.185,0.195,0.6399999999999999,0.37,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.056,0.086,0.13,0.19,True,True,False,0.22,0.46,0.82,1.66,1.32,8,-0.79,3,30,0.22799999999999998,36,8,0.05,0.10800000000000001,0.72
8V14_short_main_v1_048_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1160888,312303,848585,26.90207840894212,-100.0,0.0,100.0,0.0,8V14_short_main_v1_048_sm_edge_preserve,1.2000000000000002,2.4499999999999997,30,18,0.0037,0.055999999999999994,0.19,1.185,0.195,0.6399999999999999,0.37,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.3,0.46,0.98,1.66,1.32,10,-0.79,3,30,0.22799999999999998,36,10,0.05,0.10800000000000001,0.72
8V14_short_main_v1_049_sm_edge_preserve,short,short_main,short_beh_dd_brake,sm_edge_preserve,short_edge_preserve,1893254,550172,1343082,29.05959791977199,-100.0,0.0,100.0,0.0,8V14_short_main_v1_049_sm_edge_preserve,1.25,2.4499999999999997,15,20,0.0028,0.06,0.20400000000000001,1.185,0.195,0.6749999999999999,0.33999999999999997,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.33999999999999997,0.46,1.06,1.66,1.4200000000000002,5,-0.91,2,10,0.252,16,11,0.056,0.10800000000000001,0.72
8V14_short_max_v1_001_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,2501773,623586,1878187,24.925762649129236,-100.0,0.0,100.0,0.0,8V14_short_max_v1_001_sx_dd_compress,1.1,1.9,15,8,0.0028,0.044,0.15,1.02,0.16,0.57,0.43,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.22,0.26,0.82,1.1,1.18,5,-0.55,2,10,0.14,16,5,0.038,0.068,0.72
8V14_short_max_v1_003_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,2025622,768619,1257003,37.94483867177588,-100.0,0.0,100.0,0.0,8V14_short_max_v1_003_sx_dd_compress,1.2000000000000002,1.9,21,12,0.0034,0.044,0.15,1.02,0.16,0.57,0.43,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,True,False,False,0.3,0.26,0.98,1.1,1.18,7,-0.55,2,10,0.14,16,7,0.038,0.068,0.72
8V14_short_max_v1_004_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1800593,788456,1012137,43.78868517205165,-100.0,0.0,100.0,0.0,8V14_short_max_v1_004_sx_dd_compress,1.25,1.9,24,14,0.0037,0.044,0.16,1.02,0.16,0.57,0.43,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.33999999999999997,0.26,1.06,1.1,1.18,8,-0.55,3,10,0.14,16,8,0.038,0.068,0.72
8V14_short_max_v1_005_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,2358241,1066613,1291628,45.229177170611486,-100.0,0.0,100.0,0.0,8V14_short_max_v1_005_sx_dd_compress,1.3,1.9,27,16,0.0028,0.0475,0.16,1.02,0.16,0.57,0.43,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,False,True,False,0.38,0.26,1.14,1.1,1.18,9,-0.55,2,14,0.14,16,9,0.038,0.068,0.72
8V14_short_max_v1_007_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1797864,563465,1234399,31.340802196384153,-100.0,0.0,100.0,0.0,8V14_short_max_v1_007_sx_dd_compress,1.1500000000000001,1.99,15,20,0.0034,0.0475,0.16999999999999998,1.075,0.16,0.605,0.4,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,True,True,False,0.26,0.31,0.8999999999999999,1.2000000000000002,1.18,5,-0.67,2,14,0.16,16,11,0.044,0.068,0.72
8V14_short_max_v1_008_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1737929,646976,1090953,37.22683722982929,-100.0,0.0,100.0,0.0,8V14_short_max_v1_008_sx_dd_compress,1.2000000000000002,1.99,18,8,0.0037,0.0475,0.16999999999999998,1.075,0.195,0.605,0.4,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,False,True,False,0.3,0.31,0.98,1.2000000000000002,1.18,6,-0.67,3,14,0.16,16,5,0.044,0.068,0.72
8V14_short_max_v1_009_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,2088037,802572,1285465,38.436675212172965,-100.0,0.0,100.0,0.0,8V14_short_max_v1_009_sx_dd_compress,1.25,1.99,21,10,0.0028,0.051,0.16999999999999998,1.075,0.195,0.605,0.4,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.33999999999999997,0.31,1.06,1.2000000000000002,1.27,7,-0.67,2,18,0.16,20,6,0.044,0.068,0.72
8V14_short_max_v1_011_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1755258,403122,1352136,22.966538252496214,-100.0,0.0,100.0,0.0,8V14_short_max_v1_011_sx_dd_compress,1.1,2.08,27,14,0.0034,0.051,0.18,1.1300000000000001,0.195,0.605,0.4,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,True,False,0.22,0.36,0.82,1.3,1.27,9,-0.67,2,18,0.16,20,8,0.044,0.078,0.72
8V14_short_max_v1_012_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1565853,446273,1119580,28.50031260916574,-100.0,0.0,100.0,0.0,8V14_short_max_v1_012_sx_dd_compress,1.1500000000000001,2.08,30,16,0.0037,0.051,0.18,1.1300000000000001,0.195,0.605,0.4,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.26,0.36,0.8999999999999999,1.3,1.27,10,-0.67,3,18,0.16,20,9,0.044,0.078,0.72
8V14_short_max_v1_013_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1979257,635540,1343717,32.11002916751084,-100.0,0.0,100.0,0.0,8V14_short_max_v1_013_sx_dd_compress,1.2000000000000002,2.08,15,18,0.0028,0.0545,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.3,0.36,0.98,1.3,1.27,5,-0.79,2,22,0.18000000000000002,20,10,0.05,0.078,0.72
8V14_short_max_v1_015_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1622855,661910,960945,40.78676160223803,-100.0,0.0,100.0,0.0,8V14_short_max_v1_015_sx_dd_compress,1.3,2.08,21,8,0.0034,0.0545,0.19,1.1300000000000001,0.23,0.6399999999999999,0.37,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,True,False,False,0.38,0.36,1.14,1.3,1.27,7,-0.79,2,22,0.18000000000000002,20,5,0.05,0.078,0.72
8V14_short_max_v1_016_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1472235,333806,1138429,22.67341830618074,-100.0,0.0,100.0,0.0,8V14_short_max_v1_016_sx_dd_compress,1.1,2.17,24,10,0.0037,0.0545,0.15,1.185,0.23,0.6399999999999999,0.37,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.22,0.41000000000000003,0.82,1.4000000000000001,1.27,8,-0.79,3,22,0.18000000000000002,20,6,0.05,0.078,0.72
8V14_short_max_v1_017_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1778917,431355,1347562,24.248180213017246,-100.0,0.0,100.0,0.0,8V14_short_max_v1_017_sx_dd_compress,1.1500000000000001,2.17,27,12,0.0028,0.057999999999999996,0.15,1.185,0.23,0.6399999999999999,0.37,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,False,True,False,0.26,0.41000000000000003,0.8999999999999999,1.4000000000000001,1.3599999999999999,9,-0.79,2,26,0.18000000000000002,24,7,0.05,0.078,0.72
8V14_short_max_v1_019_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1448351,491636,956715,33.944534163334716,-100.0,0.0,100.0,0.0,8V14_short_max_v1_019_sx_dd_compress,1.25,2.17,15,16,0.0034,0.057999999999999996,0.16,1.185,0.23,0.6749999999999999,0.33999999999999997,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,True,True,False,0.33999999999999997,0.41000000000000003,1.06,1.4000000000000001,1.3599999999999999,5,-0.91,2,26,0.2,24,9,0.056,0.078,0.72
8V14_short_max_v1_020_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1303689,494541,809148,37.933970448473524,-100.0,0.0,100.0,0.0,8V14_short_max_v1_020_sx_dd_compress,1.3,2.17,18,18,0.0037,0.057999999999999996,0.16,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,False,True,False,0.38,0.41000000000000003,1.14,1.4000000000000001,1.3599999999999999,6,-0.91,3,26,0.2,24,10,0.056,0.078,0.72
8V14_short_max_v1_021_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1633758,313230,1320528,19.172362124623106,-100.0,0.0,100.0,0.0,8V14_short_max_v1_021_sx_dd_compress,1.1,2.26,21,20,0.0028,0.044,0.16,1.24,0.23,0.6749999999999999,0.33999999999999997,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.22,0.46,0.82,1.5,1.3599999999999999,7,-0.91,2,30,0.2,24,11,0.056,0.08800000000000001,0.72
8V14_short_max_v1_023_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1361486,382718,978768,28.11031475902066,-100.0,0.0,100.0,0.0,8V14_short_max_v1_023_sx_dd_compress,1.2000000000000002,2.26,27,10,0.0034,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,True,False,0.3,0.46,0.98,1.5,1.3599999999999999,9,-0.91,2,30,0.2,24,6,0.056,0.08800000000000001,0.72
8V14_short_max_v1_024_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1244859,405811,839048,32.59895297379061,-100.0,0.0,100.0,0.0,8V14_short_max_v1_024_sx_dd_compress,1.25,2.26,30,12,0.0037,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.33999999999999997,0.46,1.06,1.5,1.3599999999999999,10,-0.91,3,30,0.2,24,7,0.056,0.08800000000000001,0.72
8V14_short_max_v1_025_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1535339,527029,1008310,34.3265558941706,-100.0,0.0,100.0,0.0,8V14_short_max_v1_025_sx_dd_compress,1.3,2.26,15,14,0.0028,0.0475,0.18,1.24,0.265,0.71,0.31,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.38,0.46,1.14,1.5,1.45,5,-1.03,2,10,0.22000000000000003,28,8,0.062,0.08800000000000001,0.72
8V14_short_max_v1_027_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1277474,292951,984523,22.93205184606497,-100.0,0.0,100.0,0.0,8V14_short_max_v1_027_sx_dd_compress,1.1500000000000001,1.9,21,18,0.0034,0.0475,0.18,1.295,0.265,0.71,0.31,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,True,False,False,0.26,0.26,0.8999999999999999,1.1,1.45,7,-1.03,2,10,0.22000000000000003,28,10,0.062,0.08800000000000001,0.72
8V14_short_max_v1_028_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1144985,324741,820244,28.362030943636817,-100.0,0.0,100.0,0.0,8V14_short_max_v1_028_sx_dd_compress,1.2000000000000002,1.9,24,20,0.0037,0.0475,0.19,1.295,0.265,0.71,0.31,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.3,0.26,0.98,1.1,1.45,8,-1.03,3,10,0.22000000000000003,28,11,0.062,0.08800000000000001,0.72
8V14_short_max_v1_029_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1495040,481954,1013086,32.236863227739725,-100.0,0.0,100.0,0.0,8V14_short_max_v1_029_sx_dd_compress,1.25,1.9,27,8,0.0028,0.051,0.19,1.295,0.30000000000000004,0.71,0.31,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,False,True,False,0.33999999999999997,0.26,1.06,1.1,1.45,9,-1.03,2,14,0.22000000000000003,28,5,0.062,0.08800000000000001,0.72
8V14_short_max_v1_031_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1585296,291891,1293405,18.41239743240379,-100.0,0.0,100.0,0.0,8V14_short_max_v1_031_sx_dd_compress,1.1,1.99,15,12,0.0034,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,True,True,False,0.22,0.31,0.82,1.2000000000000002,1.45,5,-0.55,2,14,0.14,28,7,0.038,0.098,0.72
8V14_short_max_v1_032_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1422822,334465,1088357,23.507156903674527,-100.0,0.0,100.0,0.0,8V14_short_max_v1_032_sx_dd_compress,1.1500000000000001,1.99,18,14,0.0037,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,False,True,False,0.26,0.31,0.8999999999999999,1.2000000000000002,1.45,6,-0.55,3,14,0.14,28,8,0.038,0.098,0.72
8V14_short_max_v1_033_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1713467,430450,1283017,25.121580981717184,-100.0,0.0,100.0,0.0,8V14_short_max_v1_033_sx_dd_compress,1.2000000000000002,1.99,21,16,0.0028,0.0545,0.15,1.02,0.30000000000000004,0.57,0.43,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.3,0.31,0.98,1.2000000000000002,1.54,7,-0.55,2,18,0.14,32,9,0.038,0.098,0.72
8V14_short_max_v1_035_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1421203,505957,915246,35.60061440906049,-100.0,0.0,100.0,0.0,8V14_short_max_v1_035_sx_dd_compress,1.3,1.99,27,20,0.0034,0.0545,0.16,1.02,0.30000000000000004,0.57,0.43,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,True,False,0.38,0.31,1.14,1.2000000000000002,1.54,9,-0.55,2,18,0.14,32,11,0.038,0.098,0.72
8V14_short_max_v1_036_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1337297,228016,1109281,17.05051308721997,-100.0,0.0,100.0,0.0,8V14_short_max_v1_036_sx_dd_compress,1.1,2.08,30,8,0.0037,0.0545,0.16,1.075,0.16,0.57,0.43,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.22,0.36,0.82,1.3,1.54,10,-0.55,3,18,0.14,32,5,0.038,0.098,0.72
8V14_short_max_v1_037_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1706019,348138,1357881,20.406455027757602,-100.0,0.0,100.0,0.0,8V14_short_max_v1_037_sx_dd_compress,1.1500000000000001,2.08,15,10,0.0028,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.26,0.36,0.8999999999999999,1.3,1.54,5,-0.67,2,22,0.16,32,6,0.044,0.098,0.72
8V14_short_max_v1_039_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1413729,435302,978427,30.791049769793222,-100.0,0.0,100.0,0.0,8V14_short_max_v1_039_sx_dd_compress,1.25,2.08,21,14,0.0034,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.5,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.23,True,False,False,0.33999999999999997,0.36,1.06,1.3,1.54,7,-0.67,2,22,0.16,32,8,0.044,0.098,0.72
8V14_short_max_v1_040_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1272322,456468,815854,35.87676704482041,-100.0,0.0,100.0,0.0,8V14_short_max_v1_040_sx_dd_compress,1.3,2.08,24,16,0.0037,0.057999999999999996,0.18,1.075,0.16,0.605,0.4,0.6000000000000001,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.19,True,True,False,0.38,0.36,1.14,1.3,1.54,8,-0.67,3,22,0.16,32,9,0.044,0.098,0.72
8V14_short_max_v1_041_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1581192,362151,1219041,22.903670142525385,-100.0,0.0,100.0,0.0,8V14_short_max_v1_041_sx_dd_compress,1.1,2.17,27,18,0.0028,0.044,0.18,1.1300000000000001,0.16,0.605,0.4,0.7,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.21,False,True,False,0.22,0.41000000000000003,0.82,1.4000000000000001,1.18,9,-0.67,2,26,0.16,36,10,0.044,0.10800000000000001,0.72
8V14_short_max_v1_043_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1303736,418214,885522,32.078120110206356,-100.0,0.0,100.0,0.0,8V14_short_max_v1_043_sx_dd_compress,1.2000000000000002,2.17,15,8,0.0034,0.044,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.19,True,True,False,0.3,0.41000000000000003,0.98,1.4000000000000001,1.18,5,-0.79,2,26,0.18000000000000002,36,5,0.05,0.10800000000000001,0.72
8V14_short_max_v1_044_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1177099,428468,748631,36.400336760119586,-100.0,0.0,100.0,0.0,8V14_short_max_v1_044_sx_dd_compress,1.25,2.17,18,10,0.0037,0.044,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.21,False,True,False,0.33999999999999997,0.41000000000000003,1.06,1.4000000000000001,1.18,6,-0.79,3,26,0.18000000000000002,36,6,0.05,0.10800000000000001,0.72
8V14_short_max_v1_045_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1508705,584844,923861,38.764635896348196,-100.0,0.0,100.0,0.0,8V14_short_max_v1_045_sx_dd_compress,1.3,2.17,21,12,0.0028,0.0475,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.5,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.23,True,False,False,0.38,0.41000000000000003,1.14,1.4000000000000001,1.18,7,-0.79,2,30,0.18000000000000002,36,7,0.05,0.10800000000000001,0.72
8V14_short_max_v1_047_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1274358,328568,945790,25.783021725449206,-100.0,0.0,100.0,0.0,8V14_short_max_v1_047_sx_dd_compress,1.1500000000000001,2.26,27,16,0.0034,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.7,-0.2,-0.26,-0.32,-0.42,0.062,0.094,0.13999999999999999,0.21,False,True,False,0.26,0.46,0.8999999999999999,1.5,1.18,9,-0.79,2,30,0.18000000000000002,36,9,0.05,0.10800000000000001,0.72
8V14_short_max_v1_048_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1150037,352214,797823,30.626318979302404,-100.0,0.0,100.0,0.0,8V14_short_max_v1_048_sx_dd_compress,1.2000000000000002,2.26,30,18,0.0037,0.0475,0.15,1.185,0.195,0.6399999999999999,0.37,0.8,-0.2,-0.26,-0.32,-0.42,0.068,0.10200000000000001,0.15,0.23,True,False,False,0.3,0.46,0.98,1.5,1.18,10,-0.79,3,30,0.18000000000000002,36,10,0.05,0.10800000000000001,0.72
8V14_short_max_v1_049_sx_dd_compress,short,short_max,short_only_reference_1x,sx_dd_compress,short_dd_compress,1897681,624167,1273514,32.8910391156364,-100.0,0.0,100.0,0.0,8V14_short_max_v1_049_sx_dd_compress,1.25,2.26,15,20,0.0028,0.051,0.16,1.185,0.195,0.6749999999999999,0.33999999999999997,0.3,-0.2,-0.26,-0.32,-0.42,0.05,0.078,0.12,0.19,True,True,False,0.33999999999999997,0.46,1.06,1.5,1.27,5,-0.91,2,10,0.2,16,11,0.056,0.10800000000000001,0.72
