batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,legacy_equity_cd_value,official_pass_mdd_lt_5,verdict,description
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I005_edge_restore_er05,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1263,529,734,41.884402,3.153122,7.87808,4.508571,1.747356183,98.50239,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er05; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I064_post_loss_brake_plb14,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1195,527,668,44.100418,2.963818,7.684554,4.484314,1.713652064,98.346598,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb14; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I084_post_loss_brake_plb34,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,546,239,307,43.772894,1.212485,3.026936,1.778027,1.702412742,99.412899,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb34; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I088_post_loss_brake_plb38,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1172,465,707,39.675768,2.615961,7.358549,4.422499,1.663889325,98.077772,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb38; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I197_soft_safe_mix_ssm17,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1040,414,626,39.807692,2.179862,6.027431,3.628843,1.660978739,98.471915,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm17; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I058_post_loss_brake_plb08,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,695,272,423,39.136691,1.253888,3.419654,2.094153,1.632953377,99.133477,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb08; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I075_post_loss_brake_plb25,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,273,118,155,43.223443,0.507487,1.350242,0.833953,1.619085546,99.669301,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb25; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I192_soft_safe_mix_ssm12,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1286,542,744,42.14619,2.176348,6.346344,3.956366,1.604084284,98.133878,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm12; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I080_post_loss_brake_plb30,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1198,528,670,44.073456,2.547237,6.905303,4.35951,1.583963097,98.076679,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb30; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I079_post_loss_brake_plb29,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1221,512,709,41.932842,2.313143,6.624156,4.220931,1.56935892,97.994576,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb29; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I134_volshock_brake_vsb34,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,329,145,184,44.072948,0.60913,1.727981,1.103848,1.565416567,99.498559,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb34; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I089_post_loss_brake_plb39,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1067,450,617,42.174321,2.305203,7.140432,4.573804,1.561158502,97.625964,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb39; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I078_post_loss_brake_plb28,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1551,603,948,38.878143,2.402743,7.774133,4.983933,1.559839077,97.299059,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb28; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I137_volshock_brake_vsb37,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,65,26,39,40.0,0.251478,0.596788,0.383491,1.556199999,99.867023,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb37; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I159_adaptive_exit_aex19,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,112,40,72,35.714286,0.445313,0.813754,0.531463,1.531159334,99.911483,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex19; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I125_volshock_brake_vsb25,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,326,140,186,42.944785,0.752256,2.285772,1.499247,1.524613552,99.241731,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb25; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I194_soft_safe_mix_ssm14,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,20,10,10,50.0,0.125525,0.125525,0.083269,1.507471048,100.042152,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm14; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I045_edge_restore_er45,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,468,190,278,40.598291,1.024939,3.267592,2.177484,1.500626966,98.825136,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er45; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I087_post_loss_brake_plb37,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1260,462,798,36.666667,1.952224,6.862537,4.594981,1.493485401,97.267538,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb37; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I044_edge_restore_er44,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,689,273,416,39.622642,1.133969,3.95273,2.723657,1.451258199,98.379426,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er44; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I105_volshock_brake_vsb05,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,457,199,258,43.544858,0.738882,2.660134,1.871469,1.421415386,98.853586,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb05; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I138_volshock_brake_vsb38,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,67,27,40,40.298507,0.33061,0.656549,0.468734,1.400683803,99.860326,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb38; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I187_soft_safe_mix_ssm07,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1393,520,873,37.329505,1.668916,6.222874,4.491549,1.38546275,97.102407,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm07; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I057_post_loss_brake_plb07,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,778,278,500,35.732648,0.699105,3.153885,2.379726,1.325314182,98.302742,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb07; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I123_volshock_brake_vsb23,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,99,36,63,36.363636,0.34136,0.897426,0.678978,1.321731295,99.660064,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb23; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I112_volshock_brake_vsb12,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,211,81,130,38.388626,0.249217,0.838604,0.636775,1.31695452,99.610856,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb12; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I171_adaptive_exit_aex31,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2711,1165,1546,42.973073,1.394664,6.262994,4.764188,1.314598386,96.564031,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex31; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I034_edge_restore_er34,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,120,50,70,41.666667,0.172451,0.714263,0.566863,1.26002705,99.60461,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er34; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I107_volshock_brake_vsb07,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,163,62,101,38.03681,0.186074,0.902557,0.755697,1.194336021,99.428971,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb07; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I157_adaptive_exit_aex17,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,188,49,139,26.06383,0.183131,0.93228,0.788234,1.18274539,99.393454,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex17; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I118_volshock_brake_vsb18,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,83,32,51,38.554217,0.279656,0.707316,0.606031,1.16712831,99.67193,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb18; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I099_post_loss_brake_plb49,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,285,117,168,41.052632,0.203967,1.437968,1.235505,1.163870138,98.965942,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb49; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I043_edge_restore_er43,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,725,267,458,36.827586,0.371726,3.279793,2.827282,1.160051386,97.533934,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er43; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I132_volshock_brake_vsb32,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,149,59,90,39.597315,0.108271,0.843525,0.729104,1.156934675,99.378378,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb32; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I100_post_loss_brake_plb50,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,286,124,162,43.356643,0.17734,1.337399,1.160467,1.152465943,99.014815,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb50; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I036_edge_restore_er36,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,117,36,81,30.769231,0.162857,0.790405,0.68686,1.150751754,99.474878,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er36; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I011_edge_restore_er11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,131,48,83,36.641221,0.277879,0.746202,0.650102,1.147824212,99.625971,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er11; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I129_volshock_brake_vsb29,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,321,133,188,41.433022,0.241499,1.339057,1.193774,1.121700172,99.044842,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb29; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I117_volshock_brake_vsb17,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,53,20,33,37.735849,0.070995,0.405876,0.373761,1.085926102,99.696969,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb17; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I180_adaptive_exit_aex40,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,418,160,258,38.277512,0.186828,2.189535,2.050655,1.067725097,98.132342,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex40; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I109_volshock_brake_vsb09,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,339,139,200,41.00295,0.075721,1.402963,1.324808,1.058993396,98.74991,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb09; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I124_volshock_brake_vsb24,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,382,152,230,39.790576,0.066233,1.651329,1.563329,1.05629016,98.501869,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb24; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I032_edge_restore_er32,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,176,69,107,39.204545,0.035145,0.806644,0.765325,1.053987962,99.269551,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er32; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I074_post_loss_brake_plb24,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,361,144,217,39.889197,0.044894,1.647183,1.586333,1.038358851,98.45785,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb24; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I133_volshock_brake_vsb33,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,98,38,60,38.77551,0.169129,0.758761,0.731697,1.036987906,99.436195,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb33; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I050_edge_restore_er50,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,540,219,321,40.555556,0.19483,2.468867,2.402901,1.027452387,97.787247,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er50; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I028_edge_restore_er28,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,972,348,624,35.802469,-0.063094,3.603119,3.542756,1.017038329,96.396385,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er28; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I012_edge_restore_er12,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,122,43,79,35.245902,0.203644,0.725641,0.714689,1.015324593,99.4875,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er12; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I128_volshock_brake_vsb28,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,97,36,61,37.113402,0.181222,0.632793,0.623637,1.014680869,99.556455,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb28; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I008_edge_restore_er08,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,133,50,83,37.593985,-0.022298,0.592301,0.61098,0.969427206,99.366858,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er08; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
