batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,legacy_equity_cd_value,official_pass_mdd_lt_5,verdict,description
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I111_volshock_brake_vsb11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,586,178,408,30.375427,-1.393881,0.978568,2.349459,0.416508009,96.289409,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb11; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I149_adaptive_exit_aex09,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,761,264,497,34.691196,-2.537057,1.725994,4.298431,0.401540447,93.273566,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex09; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I019_edge_restore_er19,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,128,40,88,31.25,-0.502716,0.328594,0.832902,0.39451668,98.66857,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er19; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I168_adaptive_exit_aex28,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1111,313,798,28.172817,-3.10473,1.828129,4.844299,0.377377479,92.201373,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex28; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I126_volshock_brake_vsb26,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,877,248,629,28.278221,-2.015144,0.907381,2.896245,0.313295584,95.146975,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb26; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I106_volshock_brake_vsb06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,909,257,652,28.272827,-2.476157,0.858542,3.306312,0.259667451,94.299401,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb06; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I101_volshock_brake_vsb01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,1055,328,727,31.090047,-3.579917,0.964469,4.500976,0.21427998,92.080238,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb01; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I121_volshock_brake_vsb21,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,volshock_brake,long,5m,597,800,243,557,30.375,-2.875307,0.725423,3.574798,0.202927122,93.652682,True,official_mdd_pass,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=volshock_brake; tag=vsb21; focus=avoid only the short window after adverse volatility shock
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I184_soft_safe_mix_ssm04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,44,15,29,34.090909,-0.031565,0.036942,0.251794,0.146715252,99.716721,True,official_mdd_pass,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm04; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I024_edge_restore_er24,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1535,617,918,40.19544,2.624716,8.37555,5.306394,1.57838823,97.179044,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er24; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I172_adaptive_exit_aex32,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2857,1250,1607,43.752188,2.446617,7.982457,5.436753,1.46823971,96.876847,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex32; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I004_edge_restore_er04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1842,718,1124,38.97937,2.310909,9.266843,6.366007,1.455676071,95.79779,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er04; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I023_edge_restore_er23,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1660,624,1036,37.590361,1.914459,7.789752,5.450697,1.4291294,96.35941,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er23; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I142_adaptive_exit_aex02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,3442,1429,2013,41.51656,1.690065,8.795073,6.863135,1.281494914,94.710938,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex02; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I077_post_loss_brake_plb27,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1777,641,1136,36.072032,1.21113,7.668341,5.997316,1.278628755,95.141178,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb27; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I053_post_loss_brake_plb03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,2149,858,1291,39.925547,0.991571,8.456955,6.886922,1.227973167,94.036361,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb03; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I003_edge_restore_er03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2080,766,1314,36.826923,0.735694,8.433693,7.099268,1.187966506,93.584197,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er03; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I054_post_loss_brake_plb04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1929,787,1142,40.798341,0.584682,8.210187,7.046939,1.165071464,93.496541,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb04; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I141_adaptive_exit_aex01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,3303,1354,1949,40.993037,0.749791,7.211691,6.22928,1.157708541,94.473805,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex01; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I182_soft_safe_mix_ssm02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,soft_safe_mix,long,5m,597,1903,759,1144,39.884393,0.59544,7.37714,6.430473,1.147215723,94.126677,False,mdd_fail,"8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=soft_safe_mix; tag=ssm02; focus=mix strict lowanchor shocklow as conditional safety, not full entry starvation"
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I062_post_loss_brake_plb12,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1692,647,1045,38.238771,0.488661,6.297362,5.514651,1.141932972,94.947062,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb12; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I022_edge_restore_er22,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2199,809,1390,36.78945,0.166172,5.725044,5.333275,1.073457326,94.824035,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er22; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I052_post_loss_brake_plb02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,2343,896,1447,38.241571,-0.561421,7.474622,7.477154,0.999661331,92.003403,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb02; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I086_post_loss_brake_plb36,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1737,605,1132,34.830167,-0.477965,6.175726,6.266678,0.985486403,93.28531,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb36; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I002_edge_restore_er02,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2690,989,1701,36.765799,-0.69279,6.01448,6.326749,0.950643114,93.024293,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er02; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I076_post_loss_brake_plb26,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,2084,698,1386,33.493282,-0.786807,6.249741,6.62265,0.943691951,92.642651,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb26; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I026_edge_restore_er26,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1640,529,1111,32.256098,-0.645212,4.807707,5.202785,0.924064269,94.185573,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er26; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I046_edge_restore_er46,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,1639,504,1135,30.750458,-1.175888,4.806101,5.707673,0.842042131,93.183555,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er46; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I152_adaptive_exit_aex12,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2487,986,1501,39.64616,-1.471469,4.830561,6.011634,0.803535451,92.605357,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex12; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I061_post_loss_brake_plb11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,1877,670,1207,35.695258,-1.398837,4.957849,6.278765,0.789621681,92.410227,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb11; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I021_edge_restore_er21,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2426,820,1606,33.800495,-2.119824,5.59332,7.304575,0.765728276,90.730445,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er21; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I051_post_loss_brake_plb01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,post_loss_brake,long,5m,597,2530,927,1603,36.640316,-2.382774,6.15263,8.057066,0.76363155,89.752141,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=post_loss_brake; tag=plb01; focus=post-loss and symbol-dd brake without permanent entry starvation
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I001_edge_restore_er01,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,edge_restore,long,5m,597,2907,993,1914,34.158927,-3.522271,5.338763,8.41194,0.634664871,88.362081,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=edge_restore; tag=er01; focus=restore V51 firing density while keeping 8V6 safety as conditional brake
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I151_adaptive_exit_aex11,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2448,933,1515,38.112745,-2.496851,3.600071,5.951572,0.604894186,91.700179,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex11; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I145_adaptive_exit_aex05,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1473,585,888,39.714868,-3.265181,2.802529,5.928018,0.472759867,91.000362,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex05; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I162_adaptive_exit_aex22,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2691,1287,1404,47.826087,-5.963275,2.554782,8.30586,0.307587871,86.226166,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex22; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I148_adaptive_exit_aex08,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1231,450,781,36.555646,-3.767818,1.630332,5.311554,0.306940669,91.120757,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex08; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I167_adaptive_exit_aex27,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1418,454,964,32.016925,-4.774493,1.365624,6.057396,0.22544742,89.45732,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex27; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I147_adaptive_exit_aex07,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1431,486,945,33.962264,-4.978932,1.287424,6.186707,0.208095137,89.142393,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex07; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I154_adaptive_exit_aex14,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1443,292,1151,20.23562,-5.215063,1.057177,6.206624,0.170330357,88.901993,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex14; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I174_adaptive_exit_aex34,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1688,350,1338,20.734597,-6.278076,1.09572,7.293876,0.15022465,86.885963,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex34; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I176_adaptive_exit_aex36,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1638,338,1300,20.634921,-5.38668,0.856544,6.190202,0.138370995,88.756564,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex36; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I143_adaptive_exit_aex03,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2358,293,2065,12.425785,-10.115172,1.130942,11.137413,0.101544442,79.873983,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex03; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I173_adaptive_exit_aex33,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1809,238,1571,13.15644,-7.744917,0.860721,8.5322,0.100879163,84.383694,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex33; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I153_adaptive_exit_aex13,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1535,276,1259,17.980456,-6.545428,0.68858,7.184536,0.095841904,86.740295,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex13; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I164_adaptive_exit_aex24,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1856,600,1256,32.327586,-7.692866,0.539925,8.188578,0.0659363,84.748492,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex24; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I144_adaptive_exit_aex04,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2310,840,1470,36.363636,-9.726411,0.496733,10.201742,0.048691042,81.064111,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex04; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I166_adaptive_exit_aex26,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1965,500,1465,25.445293,-7.390913,0.303783,7.671392,0.039599443,85.504681,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex26; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I163_adaptive_exit_aex23,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,1902,629,1273,33.070452,-7.708728,0.154548,7.851142,0.019684754,85.045353,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex23; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I146_adaptive_exit_aex06,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2066,566,1500,27.395934,-7.880706,0.152298,8.020788,0.018987896,84.730601,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex06; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
8V7_AB_BEST_200_FROM_8V6_CANDIDATE,8V7_AB_BEST_I161_adaptive_exit_aex21,8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18,core_base_from_8v6_best,adaptive_exit,long,5m,597,2806,1117,1689,39.807555,-9.135439,0.109609,9.234927,0.011869011,82.473285,False,mdd_fail,8V6 improvement from 8V6_P2_CORE_BASE_I088_hybrid_cover_hyb18; group=adaptive_exit; tag=aex21; focus=adaptive exit/hold/stop repair with minimal additional entry filtering
