entry_ts,entry_dt,candidate_count,long_count,short_count,selected_count_top200,rejected_count_top200
1762216500000000,1970-01-21 09:30:16.500000,386,386,0,200,186
1738580400000000,1970-01-21 02:56:20.400000,319,318,1,200,119
1737389400000000,1970-01-21 02:36:29.400000,247,0,247,200,47
1722852900000000,1970-01-20 22:34:12.900000,246,245,1,200,46
1713070800000000,1970-01-20 19:51:10.800000,233,233,0,200,33
1738568700000000,1970-01-21 02:56:08.700000,228,228,0,200,28
1709701200000000,1970-01-20 18:55:01.200000,227,227,0,200,27
1710526500000000,1970-01-20 19:08:46.500000,225,225,0,200,25
1748033700000000,1970-01-21 05:33:53.700000,225,225,0,200,25
1755207600000000,1970-01-21 07:33:27.600000,217,217,0,200,17
1760162700000000,1970-01-21 08:56:02.700000,213,213,0,200,13
1744041000000000,1970-01-21 04:27:21,212,212,0,200,12
1709483400000000,1970-01-20 18:51:23.400000,204,204,0,200,4
1744068000000000,1970-01-21 04:27:48,200,0,200,200,0
1760163900000000,1970-01-21 08:56:03.900000,196,195,1,196,0
1734585000000000,1970-01-21 01:49:45,194,194,0,194,0
1749807600000000,1970-01-21 06:03:27.600000,190,190,0,190,0
1740467700000000,1970-01-21 03:27:47.700000,185,185,0,185,0
1710505800000000,1970-01-20 19:08:25.800000,184,184,0,184,0
1734663300000000,1970-01-21 01:51:03.300000,183,183,0,183,0
1764580500000000,1970-01-21 10:09:40.500000,182,182,0,182,0
1712979600000000,1970-01-20 19:49:39.600000,178,178,0,178,0
1733161500000000,1970-01-21 01:26:01.500000,176,176,0,176,0
1727835900000000,1970-01-20 23:57:15.900000,176,176,0,176,0
1738679100000000,1970-01-21 02:57:59.100000,168,168,0,168,0
1713072300000000,1970-01-20 19:51:12.300000,158,158,0,158,0
1734606900000000,1970-01-21 01:50:06.900000,157,157,0,157,0
1686403800000000,1970-01-20 12:26:43.800000,153,153,0,153,0
1737356400000000,1970-01-21 02:35:56.400000,149,149,0,149,0
1764582000000000,1970-01-21 10:09:42,145,145,0,145,0
1734716100000000,1970-01-21 01:51:56.100000,143,143,0,143,0
1748034600000000,1970-01-21 05:33:54.600000,141,141,0,141,0
1736297100000000,1970-01-21 02:18:17.100000,140,140,0,140,0
1734717600000000,1970-01-21 01:51:57.600000,139,139,0,139,0
1711983300000000,1970-01-20 19:33:03.300000,137,137,0,137,0
1710525300000000,1970-01-20 19:08:45.300000,134,134,0,134,0
1709174100000000,1970-01-20 18:46:14.100000,132,132,0,132,0
1741686900000000,1970-01-21 03:48:06.900000,128,128,0,128,0
1733266800000000,1970-01-21 01:27:46.800000,127,127,0,127,0
1682570700000000,1970-01-20 11:22:50.700000,121,121,0,121,0
1688165100000000,1970-01-20 12:56:05.100000,119,119,0,119,0
1704316500000000,1970-01-20 17:25:16.500000,117,117,0,117,0
1738551600000000,1970-01-21 02:55:51.600000,117,117,0,117,0
1748599200000000,1970-01-21 05:43:19.200000,116,115,1,116,0
1740501000000000,1970-01-21 03:28:21,112,112,0,112,0
1720172400000000,1970-01-20 21:49:32.400000,110,110,0,110,0
1763688000000000,1970-01-21 09:54:48,106,106,0,106,0
1731841800000000,1970-01-21 01:04:01.800000,102,102,0,102,0
1698363600000000,1970-01-20 15:46:03.600000,101,101,0,101,0
1764581100000000,1970-01-21 10:09:41.100000,100,100,0,100,0
1710692700000000,1970-01-20 19:11:32.700000,100,100,0,100,0
1667968500000000,1970-01-20 07:19:28.500000,95,95,0,95,0
1741686000000000,1970-01-21 03:48:06,93,93,0,93,0
1736295300000000,1970-01-21 02:18:15.300000,92,92,0,92,0
1739170500000000,1970-01-21 03:06:10.500000,92,92,0,92,0
1738679400000000,1970-01-21 02:57:59.400000,91,91,0,91,0
1632216300000000,1970-01-19 21:23:36.300000,90,90,0,90,0
1743996300000000,1970-01-21 04:26:36.300000,89,89,0,89,0
1736389800000000,1970-01-21 02:19:49.800000,89,89,0,89,0
1637947500000000,1970-01-19 22:59:07.500000,88,88,0,88,0
1652306100000000,1970-01-20 02:58:26.100000,88,87,1,88,0
1693352400000000,1970-01-20 14:22:32.400000,87,0,87,87,0
1734665100000000,1970-01-21 01:51:05.100000,86,86,0,86,0
1738554600000000,1970-01-21 02:55:54.600000,86,86,0,86,0
1638628200000000,1970-01-19 23:10:28.200000,85,85,0,85,0
1649237100000000,1970-01-20 02:07:17.100000,84,84,0,84,0
1655568000000000,1970-01-20 03:52:48,84,84,0,84,0
1710503400000000,1970-01-20 19:08:23.400000,84,84,0,84,0
1764581700000000,1970-01-21 10:09:41.700000,83,83,0,83,0
1736390100000000,1970-01-21 02:19:50.100000,82,82,0,82,0
1744252200000000,1970-01-21 04:30:52.200000,82,0,82,82,0
1741085400000000,1970-01-21 03:38:05.400000,82,82,0,82,0
1673720700000000,1970-01-20 08:55:20.700000,81,81,0,81,0
1638626400000000,1970-01-19 23:10:26.400000,81,81,0,81,0
1740185100000000,1970-01-21 03:23:05.100000,81,81,0,81,0
1713061200000000,1970-01-20 19:51:01.200000,80,80,0,80,0
1632507600000000,1970-01-19 21:28:27.600000,79,79,0,79,0
1764583200000000,1970-01-21 10:09:43.200000,78,78,0,78,0
1621456500000000,1970-01-19 18:24:16.500000,77,77,0,77,0
1699578900000000,1970-01-20 16:06:18.900000,77,77,0,77,0
1689392400000000,1970-01-20 13:16:32.400000,76,76,0,76,0
1727827800000000,1970-01-20 23:57:07.800000,75,75,0,75,0
1675634400000000,1970-01-20 09:27:14.400000,74,74,0,74,0
1700640000000000,1970-01-20 16:24:00,74,74,0,74,0
1675138500000000,1970-01-20 09:18:58.500000,73,73,0,73,0
1683543000000000,1970-01-20 11:39:03,72,72,0,72,0
1737388800000000,1970-01-21 02:36:28.800000,72,0,72,72,0
1652305500000000,1970-01-20 02:58:25.500000,72,72,0,72,0
1644532800000000,1970-01-20 00:48:52.800000,72,72,0,72,0
1662517200000000,1970-01-20 05:48:37.200000,72,72,0,72,0
1637057400000000,1970-01-19 22:44:17.400000,71,71,0,71,0
1675944600000000,1970-01-20 09:32:24.600000,70,70,0,70,0
1644534600000000,1970-01-20 00:48:54.600000,70,70,0,70,0
1632514800000000,1970-01-19 21:28:34.800000,69,69,0,69,0
1655569500000000,1970-01-20 03:52:49.500000,69,69,0,69,0
1731440700000000,1970-01-21 00:57:20.700000,68,68,0,68,0
1758553500000000,1970-01-21 08:29:13.500000,68,68,0,68,0
1713525900000000,1970-01-20 19:58:45.900000,68,68,0,68,0
1737356700000000,1970-01-21 02:35:56.700000,67,67,0,67,0
1741665900000000,1970-01-21 03:47:45.900000,67,67,0,67,0
